"TraceType","Single"
"TriggerType",""
"SamplePeriod","0:0:1:0:0"
"SampleRate","1"
"ExternalFileStorage","False"
"MaxSamplesPerFile","4500"
"MaxDataSetSize","100"
"TargetDirectory","C:\OMRON\Data\DataTrace\"
"FilePrefix",""

"SampleTimingType","cyclic"
"TaskName","BaseControl"
"SamplingInterval","1"
"Triggers","True:InvertedU_trajV2.FSM_Status_InvertedU:GreaterThen:10"
"PostTriggerDataRatio","100"
"StartOnRun","False"
"EnableRealTimeDisplay","False"
"BehaviorWhenMax","Stop"

"TriggerRecordTime","1775582995342000000"
"StartRawTime","1775582995342000000"
"Index","Date","ClockTime","RawTime","TraceSampID","R_Delta3.Monitor.CmdPosCartesian.Base.x.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Acc:LREAL","newPieceAvailable:BOOL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Vel_Trans:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Acc_Trans:LREAL","R_Delta3.TrajV2.Monitor.Status.Movement.MovingSync:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Stopped:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Aborting:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.LastBlending_Active:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.MovementInBuffer:BOOL","InvertedU_trajV2.MoveSync:BOOL","R_Delta3.TrajV2.Actions.MoveSync:BOOL"
"1947","2026-04-07","17:29:56.41","1775582996414000000","","339.15888000000274","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1948","2026-04-07","17:29:56.41","1775582996416000000","","339.4364800000331","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1949","2026-04-07","17:29:56.41","1775582996418000000","","339.71408000000525","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1950","2026-04-07","17:29:56.42","1775582996420000000","","339.99168000003561","-150","-819.99945662898665","138.80000001518056","0","0.27168550667511226","1.4551915228366852E-05","0","1","135.84275333755613","138.80026591195227","0.13296293776932089","0","0","0","0","0","0","0"
"1951","2026-04-07","17:29:56.42","1775582996422000000","","340.26928000000777","-150","-819.99570490422786","138.79999998607673","0","1.8758623793928564","-1.4551915228366852E-05","0","1","802.08843635887206","138.81267541475208","6.2047513999061721","0","0","0","0","1","0","1"
"1952","2026-04-07","17:29:56.42","1775582996424000000","","340.54688000003813","-150","-819.98567799865873","138.80000001518056","0","5.0134527845671073","1.4551915228366852E-05","0","1","1568.7952025871255","138.89051340187783","38.918993562873538","0","0","0","0","1","0","1"
"1953","2026-04-07","17:29:56.42","1775582996426000000","","340.82448000001028","-150","-819.96646121081017","138.79999998607673","0","9.6083939242816996","-1.4551915228366852E-05","0","1","2297.4705698572961","139.13217180055472","120.82919933844494","0","0","0","0","1","0","1"
"1954","2026-04-07","17:29:56.42","1775582996428000000","","341.10208000004064","-150","-819.93528947094603","138.80000001518056","0","15.585869932067453","1.4551915228366852E-05","0","1","2988.7380038928768","139.67232848976727","270.07834460627578","0","0","0","0","1","0","1"
"1955","2026-04-07","17:29:56.43","1775582996430000000","","341.3796800000128","-150","-819.88954484720136","138.79999998607673","0","22.872311872333739","-1.4551915228366852E-05","0","1","3643.2209701331431","140.67189714552154","499.784327877137","0","0","0","0","1","0","1"
"1956","2026-04-07","17:29:56.43","1775582996432000000","","341.65728000004316","-150","-819.82675405171972","138.80000001518056","0","31.395397740823228","1.4551915228366852E-05","0","1","4261.5429342447442","142.30639832248798","817.25058848321908","0","0","0","0","1","0","1"
"1957","2026-04-07","17:29:56.43","1775582996434000000","","341.93488000001531","-150","-819.7445859467914","138.79999998607673","0","41.084052464157139","-1.4551915228366852E-05","0","1","4844.3273616669558","144.75268343976396","1223.1425586379885","0","0","0","0","1","0","1"
"1958","2026-04-07","17:29:56.43","1775582996436000000","","342.21247999998747","-150","-819.64084905099071","138.79999998607673","0","51.868447900346837","0","0","1","5392.1977180948488","148.17481528156495","1711.065920900495","0","0","0","0","1","0","1"
"1959","2026-04-07","17:29:56.43","1775582996438000000","","342.49008000001783","-150","-819.51348904531426","138.80000001518056","0","63.680002838225391","1.4551915228366852E-05","0","1","5905.7774689392772","152.71078143238782","2267.9830754114364","0","0","0","0","1","0","1"
"1960","2026-04-07","17:29:56.44","1775582996440000000","","342.76767999998998","-150","-819.36058627931845","138.79999998607673","0","76.451382997902328","-1.4551915228366852E-05","0","1","6385.6900798384686","158.4621530789824","2875.6858232972886","0","0","0","0","1","0","1"
"1961","2026-04-07","17:29:56.44","1775582996442000000","","343.04528000002034","-150","-819.18035327725738","138.80000001518056","0","90.116501030536256","1.4551915228366852E-05","0","1","6832.5590163169636","165.4884399654573","3513.1434432374531","0","0","0","0","1","0","1"
"1962","2026-04-07","17:29:56.44","1775582996444000000","","343.32287999999249","-150","-818.97113224422048","138.79999998607673","0","104.61051651844855","-1.4551915228366852E-05","0","1","7247.0077439561464","173.8067897476721","4159.1748911073973","0","0","0","0","1","0","1"
"1963","2026-04-07","17:29:56.44","1775582996446000000","","343.60048000002286","-150","-818.73139257227047","138.80000001518056","0","119.86983597500966","1.4551915228366852E-05","0","1","7629.6597282805578","183.39634015129593","4794.7752018119163","0","0","0","0","1","0","1"
"1964","2026-04-07","17:29:56.44","1775582996448000000","","343.87807999999501","-150","-818.45972834658107","138.79999998607673","0","135.83211284469598","-1.4551915228366852E-05","0","1","7981.1384348431602","194.2055686019047","5404.6142253043854","0","0","0","0","1","0","1"
"1965","2026-04-07","17:29:56.45","1775582996450000000","","344.15568000002537","-150","-818.15485585157455","138.80000001518056","0","152.43624750326035","1.4551915228366852E-05","0","1","8302.0673292821812","206.16073718603491","5977.584292065103","0","0","0","0","1","0","1"
"1966","2026-04-07","17:29:56.45","1775582996452000000","","344.43327999999752","-150","-817.81561107706011","138.79999998607673","0","169.62238725722045","-1.4551915228366852E-05","0","1","8593.0698769800529","219.17389044996523","6506.5766319651602","0","0","0","0","1","0","1"
"1967","2026-04-07","17:29:56.45","1775582996454000000","","344.71088000002788","-150","-817.4409472243708","138.80000001518056","0","187.33192634465468","1.4551915228366852E-05","0","1","8854.7695437171114","233.14950274923007","6987.806149632419","0","0","0","0","1","0","1"
"1968","2026-04-07","17:29:56.45","1775582996456000000","","344.98848000000004","-150","-817.02993221250222","138.79999998607673","0","205.50750593429257","-1.4551915228366852E-05","0","1","9087.7897948189457","247.98946548486327","7419.9813678166038","0","0","0","0","1","0","1"
"1969","2026-04-07","17:29:56.45","1775582996458000000","","345.2660800000304","-150","-816.58174618424948","138.80000001518056","0","224.09301412636751","1.4551915228366852E-05","0","1","9292.7540960374699","263.59650791399815","7803.5212145674395","0","0","0","0","1","0","1"
"1970","2026-04-07","17:29:56.46","1775582996460000000","","345.54368000000255","-150","-816.09567901234573","138.79999998607673","0","243.03358595187774","-1.4551915228366852E-05","0","1","9470.2859127551164","279.87633679316951","8139.9144395856811","0","0","0","0","1","0","1"
"1971","2026-04-07","17:29:56.46","1775582996462000000","","345.82128000003291","-150","-815.57112780559919","138.80000001518056","0","262.2756033732685","1.4551915228366852E-05","0","1","9621.0087106953779","296.73882814526672","8431.2456760486039","0","0","0","0","1","0","1"
"1972","2026-04-07","17:29:56.46","1775582996464000000","","346.09888000000507","-150","-815.00759441503158","138.79999998607673","0","281.76669528380671","-1.4551915228366852E-05","0","1","9745.5459552691082","314.09856823502474","8679.8700448790096","0","0","0","0","1","0","1"
"1973","2026-04-07","17:29:56.46","1775582996466000000","","346.37648000003543","-150","-814.40468294001539","138.80000001518056","0","301.45573750809262","1.4551915228366852E-05","0","1","9844.5211121429566","331.87497899173138","8888.2053783533192","0","0","0","0","1","0","1"
"1974","2026-04-07","17:29:56.46","1775582996468000000","","346.65408000000758","-150","-813.76209723441229","138.79999998607673","0","321.29285280154818","-1.4551915228366852E-05","0","1","9918.557646727777","349.99219599512816","9058.608501698387","0","0","0","0","1","0","1"
"1975","2026-04-07","17:29:56.47","1775582996470000000","","346.93168000003794","-150","-813.0796384127101","138.80000001518056","0","341.22941085109915","1.4551915228366852E-05","0","1","9968.2790247754838","368.37881431211861","9193.3091584952253","0","0","0","0","1","0","1"
"1976","2026-04-07","17:29:56.47","1775582996472000000","","347.2092800000101","-150","-812.35720235616111","138.79999998607673","0","361.21802827449301","-1.4551915228366852E-05","0","1","9994.3087116969309","386.96757480006943","9294.3802439754108","0","0","0","0","1","0","1"
"1977","2026-04-07","17:29:56.47","1775582996474000000","","347.48688000004046","-150","-811.59477721891983","138.80000001518056","0","381.21256862064001","1.4551915228366852E-05","0","1","9997.2701730735025","405.69503630012565","9363.7307500281113","0","0","0","0","1","0","1"
"1978","2026-04-07","17:29:56.47","1775582996476000000","","347.76448000001261","-150","-810.79244093418072","138.79999998607673","0","401.16814236955634","-1.4551915228366852E-05","0","1","9977.786874458161","424.50125847678646","9403.1110883304045","0","0","0","0","1","0","1"
"1979","2026-04-07","17:29:56.47","1775582996478000000","","348.04208000004297","-150","-809.95035872031565","138.80000001518056","0","421.0411069325346","1.4551915228366852E-05","0","1","9936.482281489134","443.3295092041451","9414.1253636793172","0","0","0","0","1","0","1"
"1980","2026-04-07","17:29:56.48","1775582996480000000","","348.31968000001513","-150","-809.06878058701227","138.79999998607673","0","440.78906665168915","-1.4551915228366852E-05","0","1","9873.9798595772754","462.12600151452432","9398.2461551896104","0","0","0","0","1","0","1"
"1981","2026-04-07","17:29:56.48","1775582996482000000","","348.59727999998728","-150","-808.14803884141133","138.79999998607673","0","460.37087280046762","0","0","1","9790.9030743892345","480.83966196560698","9356.8302255413291","0","0","0","0","1","0","1"
"1982","2026-04-07","17:29:56.48","1775582996484000000","","348.87488000001764","-150","-807.1885455942446","138.80000001518056","0","479.74662358336673","1.4551915228366852E-05","0","1","9687.8753914495519","499.42192867740062","9291.1333558968181","0","0","0","0","1","0","1"
"1983","2026-04-07","17:29:56.48","1775582996486000000","","349.15247999998979","-150","-806.19079026597274","138.79999998607673","0","498.87766413593226","-1.4551915228366852E-05","0","1","9565.5202762827685","517.82657692499606","9202.3241237977236","0","0","0","0","1","0","1"
"1984","2026-04-07","17:29:56.48","1775582996488000000","","349.43008000002015","-150","-805.15533709292288","138.80000001518056","0","517.72658652492964","1.4551915228366852E-05","0","1","9424.46119449869","536.00956931660232","9091.4961958031308","0","0","0","0","1","0","1"
"1985","2026-04-07","17:29:56.49","1775582996490000000","","349.70767999999231","-150","-804.08282263342653","138.79999998607673","0","536.25722974817336","-1.4551915228366852E-05","0","1","9265.3216116218573","553.92892725810964","8959.6789707536573","0","0","0","0","1","0","1"
"1986","2026-04-07","17:29:56.49","1775582996492000000","","349.98528000002267","-150","-802.97395327395759","138.80000001518056","0","554.43467973447014","1.4551915228366852E-05","0","1","9088.7249931483893","571.54462126458554","8807.8470032379519","0","0","0","0","1","0","1"
"1987","2026-04-07","17:29:56.49","1775582996494000000","","350.26287999999482","-150","-801.82950273526956","138.79999998607673","0","572.22526934401685","-1.4551915228366852E-05","0","1","8895.2948047733571","588.81847701304991","8636.9278742321858","0","0","0","0","1","0","1"
"1988","2026-04-07","17:29:56.49","1775582996496000000","","350.54048000002518","-150","-800.65030957853389","138.80000001518056","0","589.59657836783208","1.4551915228366852E-05","0","1","8685.6545119076145","605.71409528528329","8447.809136116688","0","0","0","0","1","0","1"
"1989","2026-04-07","17:29:56.49","1775582996498000000","","350.81807999999734","-150","-799.43727471147747","138.79999998607673","0","606.51743352821086","-1.4551915228366852E-05","0","1","8460.4275801893891","622.19678331680768","8241.3440157621953","0","0","0","0","1","0","1"
"1990","2026-04-07","17:29:56.50","1775582996500000000","","351.0956800000277","-150","-798.19135889452025","138.80000001518056","0","622.95790847861099","1.4551915228366852E-05","0","1","8220.2374752000651","638.23349625372975","8018.3564684610355","0","0","0","0","1","0","1"
"1991","2026-04-07","17:29:56.50","1775582996502000000","","351.37284471011645","-150","-796.91358024691363","138.58235504437744","0","638.88932380331198","-108.8224854015607","0","1","7965.7076623504963","653.74661544018647","7756.5595932283595","0","0","0","0","1","0","1"
"1992","2026-04-07","17:29:56.50","1775582996504000000","","351.64746882557677","-150","-795.60501175287743","137.31205773015631","0","654.28424701809718","-635.14865711056245","0","1","7697.4616073925972","668.53756595581694","7395.4752578152347","0","0","0","0","1","0","1"
"1993","2026-04-07","17:29:56.50","1775582996506000000","","351.91720718207466","-150","-794.26677876773829","134.86917824894817","0","669.11649256957162","-1221.4397406040689","0","1","7416.1227757372217","682.57349484883468","7017.9644465088695","0","0","0","0","1","0","1"
"1994","2026-04-07","17:29:56.50","1775582996508000000","","352.1799278119687","-150","-792.9000565240674","131.36031494701683","0","683.36112183544628","-1754.431650965671","0","1","7122.3146329373321","695.87208248296554","6649.293817065427","0","0","0","0","1","0","1"
"1995","2026-04-07","17:29:56.51","1775582996510000000","","352.43371194431825","-150","-791.50606763781775","126.89206617477566","0","696.99444312482228","-2234.1243861205839","0","1","6816.6606446879996","708.45102174037743","6289.4696287059442","0","0","0","0","1","0","1"
"1996","2026-04-07","17:29:56.51","1775582996512000000","","352.67685400489188","-150","-790.08607961446262","121.57103028681604","0","709.9940116775656","-2660.5179439798121","0","1","6499.7842763716562","720.32701741847848","5937.9978390505239","0","0","0","0","1","0","1"
"1997","2026-04-07","17:29:56.51","1775582996514000000","","352.90786161617586","-150","-788.64140235513275","115.50380564199259","0","722.33862966493234","-3033.6123224117273","0","1","6172.308993683373","731.51502036799991","5594.0014747607165","0","0","0","0","1","0","1"
"1998","2026-04-07","17:29:56.51","1775582996516000000","","353.12545559738226","-150","-787.17338566275464","108.79699060319581","0","734.00834618905719","-3353.4075193983881","0","1","5834.8582620624256","742.02765274584385","5256.3161889219709","0","0","0","0","1","0","1"
"1999","2026-04-07","17:29:56.51","1775582996518000000","","353.32856996445753","-150","-785.68341674818805","101.55718353763632","0","744.98445728329443","-3619.9035327797446","0","1","5488.0555471186199","751.87479218403234","4923.5697190942456","0","0","0","0","1","0","1"
"2000","2026-04-07","17:29:56.52","1775582996520000000","","353.51645220387235","-149.99972394726379","-784.17291773636362","93.941119707409371","0.13802636810567037","755.24950591221796","-3808.0319151134745","69.013184052835186","1","5132.5243144617616","761.06949039086396","4597.3491034158087","1","0","0","0","1","0","0"
"2001","2026-04-07","17:29:56.52","1775582996522000000","","353.68889300089785","-149.99780658770001","-782.64334317242094","86.220398512750762","0.95867978188834968","764.78728197133705","-3860.3605973293043","410.32670689133965","1","4768.8880295595482","769.63268047278711","4281.5950409615762","1","0","0","0","0","0","0"
"2002","2026-04-07","17:29:56.52","1775582996524000000","","353.84580106298966","-149.99264770647653","-781.09617752784629","78.454031045907868","2.5794406117398694","773.58282228732378","-3883.183733421447","810.38041492575985","1","4397.7701579933637","777.55518867746162","3961.2541023372501","1","0","0","0","0","0","0"
"2003","2026-04-07","17:29:56.52","1775582996526000000","","353.98708519435525","-149.98269154391539","-779.53293270661038","70.642065682790189","4.9780812805693131","781.62241061795612","-3905.9826815588394","1199.3203344147219","1","4019.7941653161706","784.82397740983447","3634.3943661864273","1","0","0","0","0","0","0"
"2004","2026-04-07","17:29:56.52","1775582996528000000","","354.11265442397223","-149.96642638576796","-777.95514555130615","62.784614808492734","8.1325790737167836","788.89357765211798","-3928.7254371487279","1577.2488965737352","1","3635.5835170809314","791.42979698757824","3302.9097888718866","1","0","0","0","0","0","0"
"2005","2026-04-07","17:29:56.53","1775582996530000000","","354.22241813360665","-149.94238415348991","-776.36437534928621","54.881854817210751","12.021116139024457","795.38510100996973","-3951.3799956409912","1944.2685326538367","1","3245.7616789258736","797.36690684404823","2968.5549282349939","1","0","0","0","0","0","0"
"2006","2026-04-07","17:29:56.53","1775582996532000000","","354.31628618583142","-149.90913999451629","-774.76220133880145","46.934026112381844","16.622079486808161","801.08700524237975","-3973.9143524144538","2300.4816738918521","1","2850.9521162050078","802.63284651314143","2632.9698345465999","1","0","0","0","0","0","0"
"2007","2026-04-07","17:29:56.53","1775582996534000000","","354.39416905204473","-149.86531187253669","-773.15022021513778","38.941433106657541","21.914060989800532","805.99056183183393","-3996.2965028621511","2645.9907514961856","1","2451.7782947270916","807.22824965647749","2297.7015716680285","1","0","0","0","0","0","0"
"2008","2026-04-07","17:29:56.53","1775582996536000000","","354.4559779404882","-149.80956015777033","-771.53004363675473","30.904444221732774","27.875857383179437","810.0882891915262","-4018.4944424623836","2980.8981966894521","1","2048.8636798461357","811.15669533250809","1964.2228380153028","1","0","0","0","0","0","0"
"2009","2026-04-07","17:29:56.53","1775582996538000000","","354.50162492426534","-149.74058721724097","-769.90329573142299","22.823491888573244","34.486470264681657","813.37395266587009","-4040.476166579765","3305.3064407511101","1","1642.8317371719459","814.42459152987624","1633.9480986840726","1","0","0","0","0","0","0"
"2010","2026-04-07","17:29:56.54","1775582996540000000","","354.53102306936017","-149.65713700505219","-768.27161060236176","14.699072547415426","41.72510609438973","815.84256453061244","-4062.209670578909","3619.3179148540366","1","1234.3059323711714","817.04108667326432","1308.2475716940394","1","0","0","0","0","0","0"
